NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
6,Município,1006,Hectares,13363,1100049,Cacoal - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,13352,1100049,Cacoal - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100049,Cacoal - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100049,Cacoal - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,239336,1100049,Cacoal - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,66888,1100056,Cerejeiras - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,66888,1100056,Cerejeiras - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100056,Cerejeiras - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100056,Cerejeiras - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,548373,1100056,Cerejeiras - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,5769,1100064,Colorado do Oeste - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,5767,1100064,Colorado do Oeste - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100064,Colorado do Oeste - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100064,Colorado do Oeste - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,50383,1100064,Colorado do Oeste - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,81299,1100072,Corumbiara - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,81299,1100072,Corumbiara - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100072,Corumbiara - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100072,Corumbiara - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,588717,1100072,Corumbiara - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,6209,1100080,Costa Marques - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,6209,1100080,Costa Marques - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100080,Costa Marques - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100080,Costa Marques - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,62206,1100080,Costa Marques - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,5947,1100098,Espigão D'Oeste - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,5946,1100098,Espigão D'Oeste - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100098,Espigão D'Oeste - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100098,Espigão D'Oeste - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,95598,1100098,Espigão D'Oeste - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,6231,1100106,Guajará-Mirim - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,5824,1100106,Guajará-Mirim - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100106,Guajará-Mirim - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100106,Guajará-Mirim - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,55888,1100106,Guajará-Mirim - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,2839,1100114,Jaru - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,2839,1100114,Jaru - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100114,Jaru - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100114,Jaru - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,59191,1100114,Jaru - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1651,1100122,Ji-Paraná - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1629,1100122,Ji-Paraná - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100122,Ji-Paraná - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100122,Ji-Paraná - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,22139,1100122,Ji-Paraná - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,29079,1100130,Machadinho D'Oeste - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,29079,1100130,Machadinho D'Oeste - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100130,Machadinho D'Oeste - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100130,Machadinho D'Oeste - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,288425,1100130,Machadinho D'Oeste - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,10734,1100148,Nova Brasilândia D'Oeste - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,10734,1100148,Nova Brasilândia D'Oeste - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100148,Nova Brasilândia D'Oeste - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100148,Nova Brasilândia D'Oeste - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,241826,1100148,Nova Brasilândia D'Oeste - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,7170,1100155,Ouro Preto do Oeste - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,7169,1100155,Ouro Preto do Oeste - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100155,Ouro Preto do Oeste - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100155,Ouro Preto do Oeste - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,78048,1100155,Ouro Preto do Oeste - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,5889,1100189,Pimenta Bueno - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,5889,1100189,Pimenta Bueno - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100189,Pimenta Bueno - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100189,Pimenta Bueno - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,65443,1100189,Pimenta Bueno - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,91803,1100205,Porto Velho - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,91798,1100205,Porto Velho - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100205,Porto Velho - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100205,Porto Velho - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1065449,1100205,Porto Velho - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,685,1100254,Presidente Médici - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,684,1100254,Presidente Médici - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100254,Presidente Médici - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100254,Presidente Médici - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,21203,1100254,Presidente Médici - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,45071,1100262,Rio Crespo - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,45071,1100262,Rio Crespo - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100262,Rio Crespo - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100262,Rio Crespo - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,362064,1100262,Rio Crespo - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,17098,1100288,Rolim de Moura - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,17097,1100288,Rolim de Moura - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100288,Rolim de Moura - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100288,Rolim de Moura - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,205304,1100288,Rolim de Moura - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,12644,1100296,Santa Luzia D'Oeste - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,12644,1100296,Santa Luzia D'Oeste - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100296,Santa Luzia D'Oeste - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100296,Santa Luzia D'Oeste - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,116693,1100296,Santa Luzia D'Oeste - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,92497,1100304,Vilhena - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,92497,1100304,Vilhena - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100304,Vilhena - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100304,Vilhena - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,956619,1100304,Vilhena - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,66524,1100320,São Miguel do Guaporé - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,66518,1100320,São Miguel do Guaporé - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100320,São Miguel do Guaporé - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100320,São Miguel do Guaporé - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,909880,1100320,São Miguel do Guaporé - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,13150,1100338,Nova Mamoré - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,12598,1100338,Nova Mamoré - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100338,Nova Mamoré - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100338,Nova Mamoré - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,127125,1100338,Nova Mamoré - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,2596,1100346,Alvorada D'Oeste - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,2596,1100346,Alvorada D'Oeste - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100346,Alvorada D'Oeste - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100346,Alvorada D'Oeste - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,67704,1100346,Alvorada D'Oeste - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,12878,1100379,Alto Alegre dos Parecis - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,12754,1100379,Alto Alegre dos Parecis - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100379,Alto Alegre dos Parecis - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100379,Alto Alegre dos Parecis - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,261083,1100379,Alto Alegre dos Parecis - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,33570,1100403,Alto Paraíso - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,33570,1100403,Alto Paraíso - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100403,Alto Paraíso - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100403,Alto Paraíso - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,259837,1100403,Alto Paraíso - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,9732,1100452,Buritis - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,9732,1100452,Buritis - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100452,Buritis - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100452,Buritis - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,243220,1100452,Buritis - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,6618,1100502,Novo Horizonte do Oeste - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,6618,1100502,Novo Horizonte do Oeste - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100502,Novo Horizonte do Oeste - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100502,Novo Horizonte do Oeste - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,114491,1100502,Novo Horizonte do Oeste - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,614,1100601,Cacaulândia - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,614,1100601,Cacaulândia - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100601,Cacaulândia - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100601,Cacaulândia - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,10221,1100601,Cacaulândia - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,2450,1100700,Campo Novo de Rondônia - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,2450,1100700,Campo Novo de Rondônia - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100700,Campo Novo de Rondônia - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100700,Campo Novo de Rondônia - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,62072,1100700,Campo Novo de Rondônia - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,61118,1100809,Candeias do Jamari - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,61118,1100809,Candeias do Jamari - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100809,Candeias do Jamari - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100809,Candeias do Jamari - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,539568,1100809,Candeias do Jamari - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,8312,1100908,Castanheiras - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,8312,1100908,Castanheiras - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100908,Castanheiras - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100908,Castanheiras - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,69493,1100908,Castanheiras - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,74682,1100924,Chupinguaia - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,74681,1100924,Chupinguaia - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100924,Chupinguaia - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100924,Chupinguaia - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,561621,1100924,Chupinguaia - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,27930,1100940,Cujubim - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,27930,1100940,Cujubim - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1100940,Cujubim - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1100940,Cujubim - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,245410,1100940,Cujubim - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1357,1101005,Governador Jorge Teixeira - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1357,1101005,Governador Jorge Teixeira - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101005,Governador Jorge Teixeira - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101005,Governador Jorge Teixeira - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,39133,1101005,Governador Jorge Teixeira - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,27922,1101104,Itapuã do Oeste - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,27671,1101104,Itapuã do Oeste - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101104,Itapuã do Oeste - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101104,Itapuã do Oeste - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,235728,1101104,Itapuã do Oeste - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,6047,1101203,Ministro Andreazza - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,6042,1101203,Ministro Andreazza - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101203,Ministro Andreazza - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101203,Ministro Andreazza - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,169831,1101203,Ministro Andreazza - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,5091,1101302,Mirante da Serra - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,5091,1101302,Mirante da Serra - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101302,Mirante da Serra - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101302,Mirante da Serra - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,48377,1101302,Mirante da Serra - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,1273,1101401,Monte Negro - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1273,1101401,Monte Negro - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101401,Monte Negro - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101401,Monte Negro - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,51250,1101401,Monte Negro - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,840,1101435,Nova União - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,828,1101435,Nova União - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101435,Nova União - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101435,Nova União - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,10553,1101435,Nova União - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,9643,1101450,Parecis - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,9643,1101450,Parecis - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101450,Parecis - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101450,Parecis - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,80504,1101450,Parecis - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,100864,1101468,Pimenteiras do Oeste - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,100844,1101468,Pimenteiras do Oeste - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101468,Pimenteiras do Oeste - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101468,Pimenteiras do Oeste - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,754898,1101468,Pimenteiras do Oeste - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,867,1101476,Primavera de Rondônia - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,866,1101476,Primavera de Rondônia - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101476,Primavera de Rondônia - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101476,Primavera de Rondônia - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,21298,1101476,Primavera de Rondônia - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,6182,1101484,São Felipe D'Oeste - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,6181,1101484,São Felipe D'Oeste - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101484,São Felipe D'Oeste - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101484,São Felipe D'Oeste - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,54353,1101484,São Felipe D'Oeste - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,11805,1101492,São Francisco do Guaporé - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,11802,1101492,São Francisco do Guaporé - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101492,São Francisco do Guaporé - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101492,São Francisco do Guaporé - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,128481,1101492,São Francisco do Guaporé - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,13350,1101500,Seringueiras - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,13350,1101500,Seringueiras - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101500,Seringueiras - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101500,Seringueiras - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,124351,1101500,Seringueiras - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,188,1101559,Teixeirópolis - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,188,1101559,Teixeirópolis - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101559,Teixeirópolis - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101559,Teixeirópolis - RO,2023,2023,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,4994,1101559,Teixeirópolis - RO,2023,2023,215,Valor da produção,0,Total
6,Município,1006,Hectares,3276,1101609,Theobroma - RO,2023,2023,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,3276,1101609,Theobroma - RO,2023,2023,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,1101609,Theobroma - RO,2023,2023,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,1101609,Theobroma - RO,2023,2023,112,Rendimento médio da produção,0,Total
